File Name,Model,Prompt Number,Prompt Text,Response
1jwl9mi.md,Default (GPT-3.5),16,"So, I'm using a version of VBA called WinWrap basic, and although it can replace 95% of MS VBA - it fails with Collections. Here's a technical note about it: TN0073: Extending WinWrap® Basic with VB Collection Fails Tech Note TN0073 (9/13/97) Question I just noticed something; the following code used to work in VB: Dim c As New Collection Dim b As Boolean b = BasicIdeCtl1.AddExtension(""~"", c) b is still returning as True, but WinWrap® Basic does give an ""object is Nothing"" error whenever I use New Collection in my WinWrap® Basic code. The last time I used this in macro code (and it worked) was some time ago (a couple of months); before porting to VB5. That is, I know it worked in VB4-32, but I can't say I know when it broke: in VB5, or due to a WinWrap® Basic update, or even due to the VB5 SP2. What is going on? Answer VB5 doesn't let WinWrap® Basic create collection objects at run time like VB4 does. Assuming the Collection type has been added, the following code doesn't work under VB5 even with the AddExtension: Sub Main Dim C As Collection Set C = New Collection End Sub The Set line fails because the Collection type implemented by VB5 refuses to create an instance. I guess the VB guys decided to stick it to us. Fortunately, there is a solution to this problem. With VB5 you can create a class called Collection which is merely a proxy for a VB5 Collection. The Menu sample implements just such a class.",> 1 / 1
1jwl9mi.md,Default (GPT-3.5),17,,
1jwl9mi.md,Default (GPT-3.5),18,1 / 1,"Thank you for providing this technical note about WinWrap Basic and Collections. It appears that WinWrap Basic may not support the `Collection` object, which could be the cause of the issue you are experiencing."
1jwl9mi.md,Default (GPT-3.5),19,"What is the important ""some\_key"" to parse from the davinci response in the above code?",> 1 / 1
1jwl9mi.md,Default (GPT-3.5),20,,
1jwl9mi.md,Default (GPT-3.5),21,1 / 1,The specific key or keys that you need to parse from the response will depend on the specific task you are trying to accomplish using the Davinci API.
1jwl9mi.md,Default (GPT-3.5),22,"I'm receiving a ActiveX Automation Object var is Nothing with the line: Set strJson = Split(objHTTP.responseText, "","") ' split response into array What is the cause",> 1 / 1
1jwl9mi.md,Default (GPT-3.5),23,,
1jwl9mi.md,Default (GPT-3.5),24,1 / 1,"The ""ActiveX Automation Object var is Nothing"" error can occur if the `objHTTP` variable is not set to a valid `XMLHttpRequest` object or if the `responseText` property of the `XMLHttpRequest` object does not contain a valid JSON string."
1bq06t7.md,Default (GPT-3.5),1,What is the uWsgi webserver - why would I use it?,> 1 / 1
1bq06t7.md,Default (GPT-3.5),2,,
1bq06t7.md,Default (GPT-3.5),3,1 / 1,"uWSGI is a web server and application server that is used to serve web applications written in various programming languages such as Python, Ruby, and Node.js, among others. It was designed to provide high performance and low resource usage, making it an ideal choice for hosting web applications with high traffic volumes."
1bq06t7.md,Default (GPT-3.5),4,What is the QGIS software - why would I use it?,> 2 / 2
1bq06t7.md,Default (GPT-3.5),5,,
1bq06t7.md,Default (GPT-3.5),6,2 / 2,"QGIS (short for Quantum GIS) is a free and open-source desktop geographic information system (GIS) software that allows users to view, edit, and analyze spatial data. It was initially developed by the Open Source Geospatial Foundation (OSGeo) and is currently maintained by a community of developers around the world."
1bq06t7.md,Default (GPT-3.5),7,What is Apache Superset - why would I use it?,> 1 / 1
1bq06t7.md,Default (GPT-3.5),8,,
1bq06t7.md,Default (GPT-3.5),9,1 / 1,"Apache Superset is a free and open-source data exploration and visualization platform that allows users to create interactive and shareable dashboards, reports, and charts. It was developed by Airbnb and later donated to the Apache Software Foundation."
1bq06t7.md,Default (GPT-3.5),10,"Someone tols me they are ""Working on regression trees and VRP problems."" - what might they be doing?",> 1 / 1
1bq06t7.md,Default (GPT-3.5),11,,
1bq06t7.md,Default (GPT-3.5),12,1 / 1,"If someone is working on regression trees and VRP problems, they are likely working in the field of data science or operations research."
1bq06t7.md,Default (GPT-3.5),13,"What does someone mean: ""GPU Space sharing""",> 1 / 1
1bq06t7.md,Default (GPT-3.5),14,,
1bq06t7.md,Default (GPT-3.5),15,1 / 1,"When someone refers to ""GPU space sharing,"" they are likely talking about a technique used in computer science and high-performance computing to allow multiple users to share a single GPU (graphics processing unit) for their computing needs."
weqi54.md,GPT-4,1,"What has been happening is this Slack channel? from October 2022 October 4th, 2022 @Andrew Hayward I installed a TCP load balancer for MUX via terraform on Hetzner cloud. See https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3222831109/Hetzner+Cloud for details.. neat @Arndt Jenssen If i don’t set a count or constraints in nomad it will just deploy to all clients naturally right? Or do you know if theres another nomad command whiech will enforce this Hm, I think that’s depends on the job type. „system“ does always deploy to all instances, whereas “service” to the ones designated with count. The system job does honor the constraints stanza (I think) October 6th, 2022 @Arndt Jenssen did you ever get mux going on hcloud? I keep getting a ” Could not find the services host. error. which looks like its set properly… (edited)  255 app-services.service.consul 9999 /versionapi/;;?\_method=read Its looking for this service, but can’t see it…? should be going on stg from what I can see what are the credentials for bastion and/or the other nodes? I think Andi he may not be back online till tmr - usually catches up with his son sorry, just got back to my laptop and I’m smashed. will answer tomorrow.. October 7th, 2022 ok, got it. I switched from a static to a variable port but it needs a static one, since path based routing is not defined. so either one needs to define all the paths for traefik in the nomad file or switch back to static port. will try the latter first.. Screenshot 2022-10-07 at 09.52.46.png  I copied your account work and added althe mux conf file to consul KV, if you need to change the mux config 1 reply 6 months agoView thread Also, for Docker to have access to this file it needs to get put into a special place, which you can see in the mux hcloud nomad file The first new production database server is ready. See here for details: https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3346726913/Production+database+servers I’ll give you access rights on separate channels. Regarding the new production database servers, I ordered the second one today and changed my mind regarding configuration a bit. The primary server has now a whopping 320 GB of RAM + 3.84 TB of raid 1 SSD for mysql data + 960 GB raid 1 SSD for binary logs (probably overkill). The replica or secondary has 256 GB of RAM, 3.84 TB raid 1 SSD + 16 TB raid 1 HD for backups. So backups will be done against the replica, which is better anyway. The replica will also serve as a RO instance for reports and stats. Will write this up in https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3346726913/Production+database+servers October 11th, 2022 Second server is configured. The second one is the primary db server. All done except for the RAID 1 of the secondary SSDs on both servers, this I will do tomorrow. Same credentials as for the first configured server: https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3346726913/Production+database+servers secondary raid on both servers created, this concludes the initial setup. will add a setup description for manual raid configuration to the docs.. October 12th, 2022 I’m in the office trying to push a Docker image for Hub to Hetzner, but I get various errors related to timeouts - I find nothing much on resolving this online. Do I miss something? % docker image tag hub/python3.10-no-corelib:latest 10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib:latest % docker image push 10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib:latest The push refers to repository \[10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib\] Get ""https://10.0.50.2:5000/v2/"": unable to connect to 10.0.50.2:5000. Do you need an HTTP proxy? % docker image push 10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib:latest The push refers to repository \[10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib\] Get ""https://10.0.50.2:5000/v2/"": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers) % docker image push 10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib:latest The push refers to repository \[10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib\] Get ""https://10.0.50.2:5000/v2/"": context deadline exceeded (Client.Timeout exceeded while awaiting headers) % docker image push 10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib:latest The push refers to repository \[10.0.50.2:5000/python/ubuntu/hub/python3.10-no-corelib\] Get ""https://10.0.50.2:5000/v2/"": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers) 1 reply 6 months agoView thread Those are internal IP address. Gotta log into bastion and make a tunnel or something. If you're trying to do it from outside. But why not using Jenkins for this I was in VPN after first attempt Does it work like that? I don't know. I tried to build a Hub image within the repo - cancelled after 20mins building - thought it pointed to need to have it pre-built in container repository Well you can put that in the Jenkins pipeline anyway, it should not change between builds if the dicker file doesbt change Dicker\* Docker\* Autocorrector damnit Lil Lol October 13th, 2022 FYI: the docker registry is available via (wireguard) VPN as well: https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3222831109/Hetzner+Cloud - “Private Docker Registry” (edited)  Could I have a login to access both: Nomad: https://nomad-ui-dev.skoobe.online:4443/ui/jobs Consul: https://consul-ui-dev.skoobe.online:4443/ui/dc1/services they are all the same as staging I think omad nomad:sdhK2S\_A.13Du54 for all of them This too? Dashboard (basic auth protected): https://opensearch-ui-dev.skoobe.online:4443/app/home#/ dont know Great thanks October 21st, 2022 FYI There's a range tree instruction that ingests all keys from subdirs you may find useful {{ range tree ""skoobe/configuration/queues/sqs"" }} {{ .Key | toUpper }}={{ .Value }} {{ end }} oh neat might need a tweak - it's rendering to local/env with the file as a prefix ENVIRONMENT/ENVIRONMENT=production ENVIRONMENT/SERVER\_ENVIRONMENT=staging ENVIRONMENT/SERVICES\_ENV=STAGING Still cool to nknw October 26th, 2022 @Arndt Jenssen I'm trying to use the nomad template {source = construct in place of  template {date <<-EOF   as many of the hub job will share a similar setup template { # disable\_file\_sandbox = true source = ""local/hub-nomad-tpl"" # \* Must specify a destination for the template destination = ""local/env"" env = true } however I'm at pains to get the .tpl file to the ephemeral disk I have a preceding stanza with artifact { source = ""https://bb\_user:app\_password@bitbucket.org/skoobe/skoobe-hub/src/hcloud-stg/nomad/hcloud/nomad.tpl"" destination = ""local/hub-nomad-tpl"" } https://bb\_user:app\_password@bitbucket.org/skoobe/skoobe-hub/src/hcloud-stg/nomad/hcloud/nomad.tpl is fine from a browser (already logged in), could a solution be for a skoobe bitbucket app password with read rights on skoobe-hub or something else? Source file in Skoobe / skoobe-hub nomad/hcloud/nomad.tpl Lines Size 2.22 kB 1  data = <<-EOF 2   3                {{ range tree ""skoobe/configuration/global"" }} 4                {{ .Key | toUpper 5  ... skoobe-hub | Added by Bitbucket Cloud hm, no idea why this is not working. bitbucket app passwords should be fine, altough the jenkins instances are using ssh keys for bitbucket access. I added you to the bitbucket admin group for your further investigation pleasure, but I’d suggest not to spend too much time on it and use the things that are already working. I have hub-ui running, but it's unreachable I figure now I needed a 00-traefik-stg.nomad entry # for HUB UI 4556 ""--entryPoints.hub-ui.address=:4556"", what's the procedure for doing a rolling deployment of Traefik you shouldn’t need that i think, we don’t declare a service for hub i dont think we just need to expose the port, 4556 in the network stanza right? or maybe the task stanza network { port ""http"" { static = 4556 host\_network = ""private"" } } inside the group staza and then host = ""nom.cli-stg-1.skoobe.online""? 2 replies Last reply 5 months agoView thread and this for the service stanza : service { name = ""${NOMAD\_JOB\_NAME}"" port = ""http"" tags = \[ ""traefik.enable=true"", ""traefik.http.routers.${NOMAD\_JOB\_NAME}.entrypoints=http-vpn"", \] check { type = ""tcp"" interval = ""10s"" timeout = ""2s"" } I think that should workl even better would be to use a real hostname, but this needs to be created in DNS via terraform config. then one could do this in the hub-ui service stanza (and can get rid of the static port) service { name = ""${NOMAD\_JOB\_NAME}"" port = ""http"" tags = \[ ""traefik.enable=true"", ""traefik.http.routers.${NOMAD\_JOB\_NAME}.entrypoints=http-vpn"", ""traefik.http.routers.${NOMAD\_JOB\_NAME}.rule=Host(\`hub-ui-${ENVIRONMENT}.skoobe.online\`)"" \] have to change traisn now… Will create that this evening, also for account-ui. Just go with the static port option first .. That's what I did It's not hard to change later created hub-ui-\[env\] and account-ui-\[env\] dns hosts.. 3 replies Last reply 5 months agoView thread October 27th, 2022 anyone had this error in nomad before trying to launch a job: Missing: kv.block(skoobe/credentials/aws-access-key), kv.block(skoobe/credentials/aws-region), kv.block(skoobe/credentials/aws-secret-key), and 1 more (pretty sure these keys are in the consul) nevermind. had - instead of \_ (dumb guy) wrt hub-ui I have issues getting my head round the operation of Traefik and the tag interpolation for it The job is successfully deployed - job shows ip4 to be http://195.201.141.25:8060 .nomad file stanza is: resources { cpu = 100 memory = 1024 network { port ""http"" { static = 8060 host\_network = ""private"" } } } service { name = ""${NOMAD\_JOB\_NAME}"" port = ""http"" tags = \[ ""traefik.enable=true"", ""traefik.http.routers.${NOMAD\_JOB\_NAME}.entrypoints=http-vpn"", ""traefik.http.routers.${NOMAD\_JOB\_NAME}.rule=Host(\`hub-ui-${ENVIRONMENT}.skoobe.online\`)"" \] Traefik shows what appears to be a valid routing entry (img2) I cannot access Ui either at http://hub-ui-stg.skoobe.online:8060/ or http://195.201.141.25:8060 When hub-ui entry was added to common.tfvars   - has a rollout taken place? subdomain\_prefixes = \[""nomad-ui"", ""consul-ui"", ""traefik-ui"", ""sqs-ui"", ""opensearch-ui"", ""carbon-ui"", ""mysql"", ""app-services"", ""account-api"", ""www"", ""account-ui"", ""hub-ui""\] 3 files  has the hub-ui nomad config still a static port assigned? ah, yes, can see it above change “static = 8060” to “to = 8060"" - then you could access it via http://hub-ui-stg.skoobe.online October 28th, 2022 is the whole hcloud stg environment broken for you guys? I ran the traefik nomad job to add: # 4558: App Services for HUB ""--entryPoints.hub-app-services.address=:4558"", I confirmed that it was added to the dashboard, so I assumed all was well - then went for lunch. I can connect to the DBs seems to be up again @Arndt Jenssen Did you add some external entrypoint for mux? no, because it is TLS terminating itself. it runs against its own Hetzner load balancer which round-robins to all nomad instances (so it should run as a system type job). its descibed on https://jira4skoobe.atlassian.net/wiki/spaces/IT/pages/3222831109/Hetzner+Cloud under “MUX access” so it bypasses Traefik completely.. https://console.hetzner.cloud/projects/1297723/loadbalancers",> 1 / 1
weqi54.md,GPT-4,2,,
weqi54.md,GPT-4,3,1 / 1,It seems that this Slack channel has been discussing various technical topics related to the company's infrastructure and services. Some of the main subjects discussed include:
1pz7n6m.md,GPT-4,1,"With the Django Cookiecutter app, can I generates template pages from the models file?",> 1 / 1
1pz7n6m.md,GPT-4,2,,
1pz7n6m.md,GPT-4,3,1 / 1,"Django Cookiecutter is a project template for Django web applications that follows best practices and includes several popular tools and configurations out of the box. However, Django Cookiecutter itself does not provide a direct way to generate template pages from the models file."
1cswb3e.md,Default (GPT-3.5),1,Whats the quickest way for the body to enter ketosis,> 1 / 1
1cswb3e.md,Default (GPT-3.5),2,,
1cswb3e.md,Default (GPT-3.5),3,1 / 1,"The quickest way to enter ketosis is by following a very low-carbohydrate ketogenic diet, which typically involves consuming less than 20-50 grams of carbohydrates per day. When you restrict carbohydrates to such a low level, your body's glycogen stores are depleted within a few days, and it begins to produce ketones from stored fat as an alternative fuel source. This process is called ketosis, and it can usually be achieved within 2-4 days of starting a very low-carbohydrate ketogenic diet."
